"Orthogroup"	"Kluyveromyces_marxianus_DMKU3_1042"	"Saccharomyces_cerevisiaeS288c"	"Scheffersomyces_stipitis_CBS6054"	"Schizosaccharomyces_pombe_972"
"OG0000240"	"W0T4N5 W0TBZ3"	"P25358 P40319"	"A3GI09 A3LNA0"	"Q9UTF7"
"OG0000241"	"W0TGH3"	"P00163 P03873 P03879 P03882 Q9ZZW7"	""	"P05501"
"OG0000242"	"W0TG60"	"Q06593"	"A3GGC7 A3LQX3 A3LSF6 A3LZ43 A3LZ46"	""
"OG0000243"	"W0TH03"	"P25297"	"A3LR52"	"O42885 Q09852 Q9P6J9 Q9Y7Q9"
"OG0000244"	"W0THG5"	"P25608 P53912 P54007"	"A3LQT7 A3LQT8"	"Q9P7F4"
"OG0000245"	"W0T735"	"P04911 P04912"	"A3LXE7 A3LZZ0"	"P04909 P04910"
"OG0000247"	""	"P38124"	"A3GHS8 A3LT56 A3LTP7 A3LZ26"	"O94528 Q10487"
"OG0000248"	""	"Q08280"	"A3GH19 A3LSQ9 A3LT05 A3LT06 A3LU62 A3LV53"	""
"OG0000251"	"W0TDD5"	"P32905 P46654"	"A3LRZ0"	"Q9P546 Q9Y7L8"
"OG0000252"	"W0TI22"	"Q07878"	"A3GH59"	"C6Y4C2 O42926 P87319"
"OG0000254"	"W0TDU7"	"P40100 P53047 Q12253"	"A3GI38 A3GI39"	""
"OG0000255"	"W0T2E3"	"P52868"	"A3LS67 A3M0I5"	"O74746 Q9P7C6"
"OG0000256"	"W0TGW5"	"P32867 P39926"	"A3GHM2 A3LU22"	"Q9USH7"
"OG0000257"	"W0TAF0"	"P46950 P47090"	"A3LNV0 A3LY90 A3LY91"	""
"OG0000258"	"W0TBH4"	"P38359 Q12325"	"A3GGG6"	"O74377 Q9URY8"
"OG0000259"	"W0T780"	"P36117 P47029"	"A3LTC3"	"O74798 Q8WZK5"
"OG0000260"	"W0TC36"	"Q04004"	"A3LZL8"	"O14095 O14096 O94460"
"OG0000261"	"W0T5Y9"	"P36114 P47031"	"A3GGT0"	"O13693 O94699"
"OG0000262"	"W0T5T9"	"P0CX37 P0CX38"	"A3GGD3"	"P05752 Q9C0Z7"
"OG0000263"	"W0T2J7 W0T3Z0 W0T8G1"	"P33338"	"A3LYU6"	"Q9P6L5"
"OG0000264"	"W0T427"	"P39986"	"A3LNL0 A3LVX3 A3M009"	"O14072"
"OG0000265"	"W0T9P9"	"Q08417"	"A3GFL4 A3LW05 A3LW06"	"O13780"
"OG0000266"	"W0T4J1 W0T647"	"P38143 P40581"	"A3LUW2"	"O59858"
"OG0000267"	"W0TDQ4"	"P53243"	"A3GGH6 A3LV18 A3LZS5"	"P78871"
"OG0000268"	"W0T6G2 W0TGV2"	"P35208"	"A3LXW0 A3LXW1"	"Q09927"
"OG0000269"	"W0T4H8"	"P04449 P24000"	"A3LS71"	"O74884 Q92354"
"OG0000270"	"W0T5A1 W0T9U0"	"P47005 Q03899"	"A3GHG2 A3M012"	""
"OG0000271"	"W0T734"	"P22579"	"A3LX91"	"O13919 O74755 Q09750"
"OG0000272"	"W0T992"	"P38013"	"A3GFW7 A3GGN9 A3LPG2"	"O14313"
"OG0000274"	"W0T541 W0TCJ1"	"P47165 Q04178"	"A3LND1"	"O13917"
"OG0000276"	"W0T7B1"	"P43602 Q02805"	"A3LTG1"	"Q09729 Q09889"
"OG0000277"	"W0TBQ4"	"P43550 P54838"	"A3LRV4"	"O13902 O74215"
"OG0000278"	"W0TFX6"	"P47135 Q12221"	"A3LVS7"	"O60059 Q9P789"
"OG0000279"	"W0TH11 W0TJL1"	"P34228"	"A3LR27 A3LRP6 A3LZ73"	""
"OG0000280"	"W0TIL9"	"P0CX39 P0CX40"	"A3LT20"	"O14049 Q9P7B2"
"OG0000281"	"W0T484 W0T7R4"	"P31379 Q08218 Q08219"	"A3LSH3"	""
"OG0000282"	"W0T792"	"P38817 Q06336"	"A3LXH8"	"P87157 Q10410"
"OG0000283"	"W0TKF5"	"P34221 P39966"	"A3M0I2"	"Q09172 Q09173"
"OG0000284"	"W0TD12"	"P06367 P39516"	"A3LQJ1"	"P0CT56 P0CT57"
"OG0000285"	"W0T3F3 W0T550"	"Q08742 Q12305"	"A3LP94"	"Q10215"
"OG0000286"	"W0TDY8 W0TEW6"	"P40582"	"A3LPY1 A3LPY2"	"Q9P6M1"
"OG0000287"	"W0TEF7"	"P35817 Q07442"	"A3LZG2"	"Q9HGP4 Q9Y7N0"
"OG0000288"	"W0T9Y4"	"P34761 Q07655"	"A3LWB6"	"O59784 O74452"
"OG0000289"	"W0T5Q9 W0TES7"	"P40971"	"A3LP38 A3LRV2 A3LRV5"	""
"OG0000290"	"W0T6W8 W0TE15"	"P32375"	"A3LNF2 A3LWM6"	"O00084"
"OG0000291"	"W0TCR0"	"P0CX55 P0CX56"	"A3LWF6"	"P0CT66 P0CT67"
"OG0000292"	"W0T8X1"	"P40353 P53296"	"A3GHK7 A3LUR6 A3LYA9"	""
"OG0000293"	"W0T5A6 W0T8E7"	"P00175"	"A3GF29 A3GI48"	"Q9HDX2"
"OG0000294"	"W0TDG8"	"P24868 P24869"	"A3LN44"	"P10815 P36630"
"OG0000295"	"W0TBE7"	"P28003 Q99326"	"A3LU68"	"O13719 O74443"
"OG0000296"	"W0T325 W0T3K8 W0TB06"	"P25621"	"A3LT71"	"O43000"
"OG0000297"	"W0TFG7"	"Q06673"	"A3LX71"	"O13776 Q9HDV3 Q9P7M6"
"OG0000298"	"W0TBM7"	"P19812"	"A3GGK7 A3GGK8"	"O13731 O60152"
"OG0000299"	"W0T5T4 W0T828"	"P37303"	"A3LRY0 A3M014"	"O13940"
"OG0000300"	"W0TCY6"	"P11412"	"A3LYR5"	"O00091 O14137 O59812"
"OG0000301"	"W0T4E3"	"P32568 P53756"	"A3LRI6"	"P41820 Q9C0Y5"
"OG0000302"	"W0T898 W0TIA9"	"P38288 P46992"	"A3LP10"	"Q9P7X4"
"OG0000303"	"W0TCS3"	"P39721"	"A3GGL9 A3LVQ9"	"O14359 Q9P7U1"
"OG0000304"	"W0TB60 W0TCY4"	"P39713 P39714"	"A3LUQ0 A3M048"	""
"OG0000305"	"W0T8J8"	"P28496 P38703"	"A3LSZ6 A3LXQ7"	"O59735"
"OG0000306"	"W0TCN0 W0TKM9"	"P38732 Q08961"	"A3LS35"	"O74738"
"OG0000307"	"W0TFZ5"	"P40562"	"A3GH78"	"Q09884 Q9HE09 Q9UT23"
"OG0000308"	"W0TH95"	"P40504 P53966"	"A3LXV8"	"O94565 Q96WW1"
"OG0000309"	"W0T8N8 W0TD02"	"P46996"	"A3GFR6 A3LRY8"	"O13714"
"OG0000310"	"W0T6T4 W0T7C9"	"Q03516 Q07798"	"A3LQ78 A3LTM5"	""
"OG0000311"	"W0TGA6"	"P09733 P09734"	"A3LTP2"	"P04688 P04689"
"OG0000312"	"W0T5I5 W0T967"	"P38866"	"A3GF36 A3LVV8"	"Q9HFE4"
"OG0000313"	"W0TDI8 W0TJT9"	"P0CT04 P38841"	"A3LTI8"	"O74989"
"OG0000314"	"W0TK14"	"P53049"	"A3LPB4 A3LU78 A3LW65 A3LY16"	""
"OG0000315"	"W0T598"	"P29311 P34730"	"A3LXG8"	"P42656 P42657"
"OG0000316"	"W0TCY5"	"P0CX53 P0CX54"	"A3GHB0"	"P0CT83 P0CT84"
"OG0000317"	"W0TEY4"	"P18238 P18239"	"A3LUG5 A3LZD4"	"Q09188"
"OG0000318"	"W0T606"	"Q12159"	"A3GHI5 A3LPJ8"	"Q09330 Q9URV0"
"OG0000319"	"W0T4M2"	"P19211 P23301"	"A3LV26"	"P56289 Q9UST4"
"OG0000320"	"W0T767"	"P36123 P40856"	"A3LSM5 A3M034"	"O74511"
"OG0000321"	"W0TG11"	"P0CX41 P0CX42"	"A3LT69"	"P0CT60 P0CT61"
"OG0000322"	"W0T7N8"	"P53329 Q03559"	"A3GF14"	"O60153 O94243"
"OG0000323"	"W0T891"	"P17121 Q12128"	"A3M0P0"	"O43027 O74335"
"OG0000324"	"W0T6B8"	"P39938 P39939"	"A3LRP1"	"Q9UT56 Q9UTG4"
"OG0000325"	"W0TB00"	"P0CD97 P0CE11 P40107"	"A3LWX1"	"Q9UTK8"
"OG0000326"	"W0T2C9 W0TI92"	"P13365"	"A3LZ89 A3LZC4"	"P25009"
"OG0000327"	"W0TA10 W0TCC0"	"Q12091"	"A3LW42 A3M099"	"O13995"
"OG0000328"	"W0TH24 W0THM7"	"Q03419 Q12442"	"A3GG02"	"Q09749"
"OG0000329"	"W0T4M5"	"P05740 P46990"	"A3LU90"	"O14339 O59794"
"OG0000330"	"W0TB51"	"P38697 P50094 P50095"	"A3LW02"	"O14344"
"OG0000331"	"W0T573"	"P20107 P32798"	"A3LTE1"	"O13918 Q9HGQ3"
"OG0000332"	"W0TE32"	"P35497 Q07786 Q07993"	"P22144"	"P36624"
"OG0000333"	"W0T419"	"P0CX51 P0CX52"	"A3LX39"	"P0CT64 P0CT65"
"OG0000334"	"W0T5N8"	"P38891 P47176"	"A3LNY1 A3LVU4"	"O14370"
"OG0000335"	"W0TG70"	"P09232"	"A3LTQ3 A3LY46"	"P40903 Q9UTS0"
"OG0000336"	"W0T875"	"P0C2H6 P0C2H7"	"A3GHY7"	"O14388 O74538"
"OG0000337"	"W0T7K9"	"P00924 P00925"	"A3LQD6"	"P40370 Q8NKC2"
"OG0000338"	"W0TGA4"	"P20840"	"A3LN42 A3LNW9 A3LQQ7 A3LUG8"	""
"OG0000339"	"W0TBS7"	"Q00416"	"A3GHH0"	"O74465 O94387 Q92355"
"OG0000340"	"W0T5C1"	"P0C0W9 Q3E757"	"A3LVZ0"	"P0CT77 P0CT78"
"OG0000341"	"W0T8D1 W0T8X8"	"P14242 Q07980"	"A3LTV2"	"P54280"
"OG0000342"	"W0TED0"	"P47154"	"A3LST9 A3LZ17 A3LZ45"	"Q10071"
"OG0000343"	"W0T6S7 W0T8I5"	"P47771 P54114"	"A3M013"	"Q9URW9"
"OG0000344"	"W0TGX5"	"Q03218 Q08970"	"A3GG11 A3LXY3"	"O59758"
"OG0000345"	"W0T8U2"	"P35843 P35844"	"A3LT50"	"O43021 O74178"
"OG0000346"	"W0T4Y9"	"P23776 P32603"	"A3LRB0 A3LX35"	"Q9URU6"
"OG0000347"	"W0TFG5"	"Q06188"	"A3LV25"	"O59676 O94312 Q09842"
"OG0000348"	"W0TAL4"	"P38615 P50873"	"A3LUB6"	"Q10452 Q9URT9"
"OG0000349"	"W0TBS0"	"P38911 Q06205"	"A3LX64"	"O74191 Q10175"
"OG0000350"	"W0TCM8"	"P41903"	"A3LT30 A3LT31 A3LT32 A3LT33"	""
"OG0000351"	"W0TCK4"	"P47144 Q12424"	"A3GGW1 A3M0C8"	"P87122"
"OG0000352"	"W0T906"	"Q05584 Q12320"	"A3LU64"	"O94250 Q9UT36"
"OG0000353"	"W0T7I9"	"P33309 P87012 Q96VH2"	"A3LQV5"	"Q9USL5"
"OG0000354"	"W0TBC3"	"P53264"	"A3LU11 A3LUU0 A3LWA4"	"O14249"
"OG0000355"	"W0TI21"	"P40485 P53955"	"A3LQP5 A3LT68"	"O94447"
"OG0000356"	"W0THT3"	"Q04898 Q08985 Q12525"	"A3LQC9"	"P87138"
"OG0000357"	"W0T836"	"P32643 P38892"	"A3GFT7 A3LQB0"	"O74529"
"OG0000358"	"W0T3V9"	"P38720 P53319"	"A3GI40 A3LTC4"	"P78812"
"OG0000359"	"W0T7J2"	"P0CX23 P0CX24"	"A3GGB0"	"P0CT68 P0CT69"
"OG0000360"	"W0T8Z9 W0TG66"	"P32331 P38087"	"A3LWZ7"	"Q10248"
"OG0000361"	"W0T4R9"	"P38279 Q12010"	"A3LPV6 A3LU69"	"Q10482"
"OG0000362"	"W0TIP9"	"P43553 Q08269"	"A3LZV4"	"O13657 O13779"
"OG0000363"	"W0T2R5"	"P49166 P51402"	"A3LNK5"	"P05733 P59289"
"OG0000364"	"W0T8Y9 W0TAN8"	"Q03880 Q3E842"	"A3M0E8"	"Q9P7Y3"
"OG0000365"	"W0T8U8"	"P05744 P41056"	"A3LT51"	"Q9USG6 Q9USX4"
"OG0000366"	"W0TE18"	"P43556"	"A3LV65 A3LYV4"	"Q09697 Q9UUJ3"
"OG0000367"	"W0T2N8"	"P17695 P25373"	"A3GFD7 A3LWC8"	"O36032"
"OG0000368"	"W0TCC2 W0TEJ1"	"P32563 P37296"	"A3GF60"	"O13742"
"OG0000369"	"W0TGD3"	"P17119"	"A3LNV2 A3LU60"	"Q92376 Q9US03"
"OG0000370"	"W0THM2"	"Q05080"	"A3LSR6"	"O14259 Q09822 Q10199"
"OG0000371"	"W0T849"	"P07834 P40042"	"A3LV96"	"O14170 P87060"
"OG0000372"	"W0TBD1"	"P46784 Q08745"	"A3LTX2"	"O13614 O14112"
"OG0000373"	"W0TAI3"	"P25341 P53739"	"A3LU04"	"Q09831 Q9USX7"
"OG0000374"	"W0TG88"	"P11076 P19146"	"A3LYV6 A3LZR8"	"P36579"
"OG0000375"	"W0T7V9"	"Q05521"	"A3GHR3 A3LNJ5 A3LWJ3"	"Q9UUA6"
"OG0000376"	"W0T6R9 W0TAL2"	"P53100 Q02961"	"A3GF73 A3LRN9"	""
"OG0000377"	"W0THB0"	"P0CX82 P0CX83"	"A3GHI8"	"O42699 P05734"
"OG0000378"	"W0TFI6"	"P0CX29 P0CX30"	"A3LQK6"	"P0CT75 P0CT76"
"OG0000379"	"W0T773 W0T8T4"	"P12954"	"A3LZR3"	"Q10213 Q9USU3"
"OG0000380"	"W0T901"	"P36124 P42948"	"A3GGT7"	"Q10362 Q9Y7V2"
"OG0000381"	"W0TAE9"	"Q03730"	"A3GFM8 A3LQ26 A3LTN0"	"O94654"
"OG0000382"	"W0TE43"	"P53258"	"A3GF95"	"O43048 O94711 Q09830"
"OG0000383"	"W0T7Y0"	"P48524 P53754 P53755 Q03758"	"A3GGA7"	""
"OG0000384"	"W0TEK2"	"P47164 Q04533 Q12198"	"A3LX62"	"O74314"
"OG0000385"	"W0TAB6"	"P0CX43 P0CX44"	"A3LTA4"	"O14363 O74836"
"OG0000386"	"W0T491"	"P29029"	"A3GGW2 A3LWT6 A3LZP5"	"Q9C105"
"OG0000387"	"W0T5R7"	"P38129"	"A3M063"	"O13282 O42948 O74319"
"OG0000388"	"W0TDA4"	"P05748 P54780"	"A3M095"	"O74895 Q9US22"
"OG0000389"	"W0TB33"	"P43544 P53823 Q03144"	"A3LRB3"	"Q9UTE4"
"OG0000390"	"W0T9I9"	"P43565"	"A3LSE9"	"O94324 P38938 Q8TFG6"
"OG0000391"	"W0TD37"	"P43545 P53824 Q03148"	"A3LRB4"	"O14027"
"OG0000392"	"W0TAE7 W0THD6"	"P40312"	"A3LSC2"	"O94391 Q9USM6"
"OG0000393"	"W0TFJ3"	"P0C0T4 Q3E792"	"A3LVB9"	"O74172 P79009"
"OG0000394"	"W0T8T0 W0TCW1"	"P14681 P16892"	"A3GF15"	"P27638"
"OG0000395"	"W0T608"	"Q06417 Q07530"	"A3LSW0 A3LWC2"	"Q1MTR7"
"OG0000396"	"W0T9S6"	"P13185 P13186"	"A3LS04"	"O59697 P22987"
"OG0000397"	"W0TFM8"	"P10664 P49626"	"A3GGS9"	"P35679 Q9P784"
"OG0000398"	"W0TA50"	"P38887"	"A3LZ37"	"O13781 Q9HDU9 Q9US39"
"OG0000399"	"W0TAZ4"	"Q03281 Q03707"	"A3LRI9"	"O13712 Q10109"
"OG0000400"	"W0TFW8"	"P39940"	"A3LTS6"	"O14326 Q92462 Q9UTG2"
"OG0000401"	"W0TDV6"	"Q12280"	"A3LY27"	"O14188 P33277 Q10201"
"OG0000402"	"W0T6U8"	"P18962"	"A3LP77 A3LXS8"	"O14073 Q9P7E9"
"OG0000403"	"W0T977"	"P32600 P35169"	"A3LYF1"	"O14356 Q9Y7K2"
"OG0000404"	"W0TG65"	"P39984"	"A3LWN8"	"O14021 O94244 Q9Y825"
"OG0000405"	"W0T7K4"	"P05030 P19657"	"A3LP36"	"P09627 P28876"
"OG0000406"	"W0TDN1 W0TGU4"	"Q12074 Q12455"	"A3LYB2"	"Q09741"
"OG0000407"	"W0T4C5 W0TB36"	"P25567 Q12034"	"A3LSK9"	"Q9P6K0"
"OG0000408"	"W0TC27"	"P53123"	"A3LN04 A3LTA5"	"P78860 Q8TFH4"
"OG0000409"	"W0T8Y0"	"P35997 P38711"	"A3GFX8 A3LZ02"	"O74330"
"OG0000410"	"W0TAV1"	"P38755 Q02201"	"A3LZ99"	"O94512 Q9UUA1"
"OG0000411"	"W0TA26"	"P22517 P27466"	"A3GHJ2 A3LU79"	"Q9P7I2"
"OG0000412"	"W0TEH0"	"P40037 P40185"	"A3GFL1"	"O43003 Q9UR06"
"OG0000413"	"W0TFS3"	"P47137"	"A3LTR1 A3LTR2"	"O14088 Q9C1X5"
"OG0000414"	"W0TEW7"	"P43560 Q08001"	"A3LUW6 A3LWU8"	"O42976"
"OG0000415"	"W0TAH1"	"P34164 Q04739"	"A3GI16 A3LTV7"	"P78789"
"OG0000416"	"W0THM5"	"P36106 Q08923"	"A3LRH8 A3LVP5"	"Q1MTR4"
"OG0000417"	"W0TBC8"	"P32330 Q03177"	"A3GGU1"	"O60136 Q6LA54"
"OG0000418"	"W0TDQ0"	"P51862 P53046"	"A3LN99"	"Q9UTR5 Q9Y7U6"
"OG0000419"	"W0T348"	"Q03465"	"A3LMU4 A3LMU5 A3LXD0"	"Q9Y815"
"OG0000420"	"W0TDN9"	"P0C0W1 Q3E7Y3"	"A3LQJ0"	"P0CT58 P0CT59"
"OG0000421"	"W0TH40"	"P38068 Q12438"	"A3LR51"	"Q9UTI2 Q9Y7N3"
"OG0000422"	"W0T694"	"P36156 P48239 Q04806"	"A3LR21"	"O94524"
"OG0000423"	"W0T615"	"P31380"	"A3LSI2"	"O42861 O74842 P87114"
"OG0000424"	"W0TFM3"	"Q08913 Q08991"	"A3M0N0"	"P0CU19 P0CU20"
"OG0000425"	"W0TDP7"	"Q07551"	"A3LWN9 A3LWP0 A3LX80"	"O13848"
"OG0000426"	"W0T7V3 W0TDX8"	"P38144 Q08773"	"A3GFQ5 A3LQ23"	""
"OG0000427"	"W0T3S5"	"P50896 Q06251"	"A3LNK9 A3LWE8"	"Q9C0V4"
"OG0000428"	"W0T7F3"	"P23641 P40035"	"A3LPK1 A3LU37"	"Q9P7V8"
"OG0000429"	"W0TIS5"	"P25390 P53599"	"A3GF51"	"O14299 O74304"
"OG0000430"	"W0T850"	"P32657"	"A3LXK9"	"O14139 Q9P793 Q9US25"
"OG0000431"	"W0TFL8"	"P40471"	"A3GHL5 A3LPI1 A3LZX3"	"Q09851"
"OG0000432"	"W0TBT9"	"P21375 P32614"	"A3GI52 A3LT52"	"O13755"
"OG0000433"	"W0T4J6"	"P38426 P38427"	"A3LWA1"	"O14081 Q9UUI7"
"OG0000434"	"W0T8N7"	"P25628 P53629"	"A3LYB5"	"Q10269 Q9UU82"
"OG0000435"	"W0T789"	"P06700 P53685"	"A3GHS5 A3LN35"	"O94640"
"OG0000436"	"W0T6Q8"	"P25299"	"A3LRC6"	"O43040 Q8WZK0 Q9P6P7"
"OG0000437"	"W0TCE1"	"Q03640"	"A3LX66"	"O14065 Q9USG8 Q9UT00"
"OG0000438"	"W0T5K3"	"P16649"	"A3LYL3"	"O94527 Q09715 Q9UUG8"
"OG0000439"	"W0TBQ8"	"P22204 P32328"	"A3LVY1"	"O94487 Q09898"
"OG0000440"	"W0TFC4"	"P53929 Q12415"	"A3LQL3 A3LSC9"	"A6X980"
"OG0000441"	"W0TK97"	"P30605 P30606"	"A3GG58"	"P87110 Q10286"
"OG0000442"	"W0TAU9"	"P41948"	"A3LSR0"	"Q9C0V1 Q9P7F3 Q9US00"
"OG0000443"	"W0TD20"	"P47047"	"A3LY83"	"O13799 O14232 Q9P7T8"
"OG0000444"	"W0T6R7"	"P33775 P52867"	"A3LS25 A3LY52"	"O13898"
"OG0000445"	"W0TKM4"	"P17076 P29453"	"A3GFN9 A3GHF0"	"O13672"
"OG0000446"	"W0TDY3"	"Q05029 Q08754"	"A3LSN0 A3LVK9"	"P87317"
"OG0000447"	"W0TBI2"	"P39014"	"A3GFK1"	"P87053 Q09855 Q10437"
"OG0000448"	"W0T8Z0"	"Q07800 Q07949"	"A3LNJ1"	"O94336 Q09695"
"OG0000450"	"W0TDT1"	"Q06538"	"A3GHH4 A3LQH6"	"O43022 Q09809"
"OG0000451"	"W0TG39"	"P40525 P87262"	"A3GFL2"	"O42846 Q9URT8"
"OG0000452"	"W0T6V2"	"P08964"	"A3LZ88"	"O14157 O74805 Q9USI6"
"OG0000453"	"W0T3P9"	"P17709 Q04409"	"A3LWM8 A3LYV2"	"P50521"
"OG0000454"	"W0T8F6"	"Q12407"	"A3GHF2 A3GHU5 A3LY10 A3M0B9"	""
"OG0000455"	"W0TGF0"	"P61830"	"A3GHN6 A3LXD5"	"P09988 P10651"
"OG0000456"	""	"P05737 Q12213"	"A3GFU4"	"O60143 P17937 P25457"
"OG0000457"	""	"P34163"	"A3GI73 A3LMU3"	"O60095 O74430 P78898"
"OG0000458"	""	"P36086"	"A3LX83"	"Q7Z9I2 Q7Z9I3 Q7Z9I4 Q9P7I6"
"OG0000469"	"W0T5P4"	"P43601"	"A3GFE3"	"Q9HDZ7 Q9P6N1"
"OG0000470"	"W0T4A7"	"P53219"	"A3LNC5 A3LRU8"	"O94437"
"OG0000471"	"W0T5D9"	"P38244"	"A3LW86"	"O94479 O94702"
"OG0000472"	"W0T9A8"	"P0CD90 P0CD91 P0CD98"	"A3LQY2"	""
"OG0000473"	"W0TAF1 W0TC61"	"P40318"	"A3LY51"	"O60103"
"OG0000474"	"W0T7D5"	"Q05610 Q08412"	"A3GFZ4"	"O14319"
"OG0000475"	"W0TBU7"	"P00044 P00045"	"O13393"	"P00046"
"OG0000476"	"W0TAT8"	"P32802 Q04562"	"A3GGG1"	"Q9Y819"
"OG0000477"	"W0T5W2"	"P50111 P54786"	"A3LS86"	"O14100"
"OG0000478"	"W0T490"	"P36115 P47030"	"A3LPY4"	"O14066"
"OG0000479"	"W0T4R4"	"P32832"	"A3LMU6"	"O74792 O94522"
"OG0000480"	"W0TDU9"	"P39709"	"A3GG68 A3GIC3 A3LWY6"	""
"OG0000481"	"W0TDK0 W0TEQ8 W0TIW6"	"P38069 P46982"	""	""
"OG0000482"	"W0TJY0"	"P40433"	"A3LYR6"	"Q8TFH0 Q9UTE1"
"OG0000483"	"W0T8S3 W0TEF6"	"P25502"	"A3LTS8 A3LWR4"	""
"OG0000484"	"W0TGB7"	"Q12204"	"A3LNA7"	"P87109 Q7LKZ6"
"OG0000485"	"W0TB40"	"P06701 P54784"	"A3LX69"	"P54789"
"OG0000486"	"W0TBD9"	"Q06563"	"A3LVZ9 A3LW00"	"O14142"
"OG0000487"	"W0TIH4"	"P28274 P38627"	"A3LVS2"	"O42644"
"OG0000488"	"W0TCF5"	"P38346 P47041"	""	"O14208 O74547"
"OG0000489"	"W0TBK2"	"P40579 P40580"	"A3LXB1"	"O14351"
"OG0000490"	"W0TG15"	"P34077"	"A3LN15"	"O14310 O94418"
"OG0000491"	"W0T4Z7 W0T9I2"	"P21147"	"A3LQC4"	"O94523"
"OG0000492"	"W0TA18"	"P42946"	"A3LY39"	"O14267 P87293"
"OG0000493"	"W0TGH6"	"Q10740"	"A3LQI7 A3LRX6"	"O94544"
"OG0000494"	"W0T572"	"P25333"	"A3LWB4 A3LXZ7"	"O14019"
"OG0000495"	"W0T4W1"	"P32589 P32590"	"A3GFS0"	"O59838"
"OG0000496"	"W0TGV0"	"P07702"	"A3LX21"	"O74419 P40976"
"OG0000497"	"W0TA40"	"P38811"	"A3LV05"	"Q10064 Q9HFE8"
"OG0000499"	"W0T3B9"	"P38815 P40959"	"A3LWJ8"	"O14120"
"OG0000500"	"W0TDW6"	"P23202"	"A3LW46"	"O59827 Q9Y7Q2"
"OG0000501"	"W0TDR9"	"P05759"	"A3LZL7"	"P0C016 P0C8R3"
"OG0000502"	"W0T590"	"P36144"	"A3LW47"	"Q9UT32 Q9Y7R7"
"OG0000503"	"W0TDD4"	"P28817"	"A3LQ56 A3LXK5"	"O74802"
"OG0000504"	"W0T8D6"	"P35193 Q12292"	"A3LZY8"	"Q9P792"
"OG0000505"	"W0T310"	"P26725 P33550"	"A3LU94"	"O74546"
"OG0000506"	"W0T699"	"P38623"	"A3LYD0"	"O42844 O94547"
"OG0000507"	"W0TBD3"	"P33401 P37012"	"A3LQX4"	"O74374"
"OG0000508"	"W0T887 W0TAZ7"	"Q02933"	"A3LNT9 A3LTJ1"	""
"OG0000509"	"W0T2S1"	"P38315 P53169"	"A3GI32"	"Q76PC4"
"OG0000510"	"W0T797"	"P36143 P47011"	"A3GFI3 A3LQ29"	""
"OG0000511"	"W0TF97"	"P37262 P50278"	"A3LW67"	"O74455"
"OG0000512"	"W0T8Z3 W0T9N9"	"P38355"	"A3LXX0"	"O14197"
"OG0000513"	"W0TEA6"	"P47976 P47977"	"A3LYJ7"	"P47979"
"OG0000514"	"W0TDF6"	"P42937 Q06597"	"A3LSW9"	"Q8WZK3"
"OG0000515"	"W0T8P4"	"P25632 P53628"	"A3LYC6"	"Q9P7S3"
"OG0000516"	"W0T333 W0THY4"	"P39005 P50112"	"A3LPU0"	""
"OG0000517"	"W0TH69"	"P10080 P32385"	"A3GHE8"	"Q9HEQ9"
"OG0000518"	"W0TAU1"	"P15315 Q12753"	"A3GI49"	"Q09728"
"OG0000519"	"W0T5C4"	"P29295"	"A3LT94"	"P40235 P40236"
"OG0000520"	"W0TCD4"	"Q02950"	"A3LT11"	"O42855 O43006"
"OG0000521"	"W0T642"	"P38142 P53142"	"A3LNB8 A3LQV8"	""
"OG0000522"	"W0TBH1"	"P38205"	"A3M075"	"O13935 Q9HGQ2"
"OG0000523"	"W0TII0"	"Q99177"	"A3LUZ7"	"P0CU08 P0CU09"
"OG0000525"	"W0TAR7"	"P27344 P40366"	"A3LRE3"	"C6Y4D0"
"OG0000526"	"W0T3V4"	"P23833 P38072"	"A3LS34"	"O42899"
"OG0000527"	"W0TDW5"	"P38797"	"A3LSR9 A3LSZ3"	"Q09189"
"OG0000528"	"W0T9S2"	"P36159"	"A3LNH6"	"P87168 Q10155"
"OG0000529"	"W0TCJ0"	"P19807"	"A3LMV5 A3LN16 A3LRB5"	""
"OG0000530"	"W0T9L0"	"P38009 P54113"	"A3M096"	"O74928"
"OG0000531"	"W0T6J3"	"Q01919 Q03002"	"A3LR28"	"Q9HFF4"
"OG0000532"	"W0TC97"	"Q07729"	"A3LWE2"	"O14057 Q92342"
"OG0000533"	"W0TGT6"	"P38263 P53242"	"A3LQ39"	"Q10079"
"OG0000534"	"W0TCI3"	"P28584"	"A3LXW3"	"P47946 Q10065"
"OG0000535"	"W0TB43 W0TC85"	"P07271 P38766"	""	"Q9UUA2"
"OG0000536"	"W0T7C2 W0TGY6"	"P36035"	"A3LQ41 A3LYN2"	""
"OG0000537"	"W0T935"	"P32863"	"A3GI51"	"P41410 Q09772"
"OG0000538"	"W0TJF7"	"P53394"	"A3GGE3 A3LWN7"	"O59782"
"OG0000539"	"W0TKC4"	"Q06815 Q07746"	"A3GG21"	"O59745"
"OG0000540"	"W0TBF6"	"P33421 Q04487"	"A3LRN2"	"O74882"
"OG0000541"	"W0T8G8"	"Q03795"	"A3GH73 A3LN43 A3LS56"	""
"OG0000542"	"W0TG05"	"P35736 Q05050"	"A3LP49"	"Q9Y7U0"
"OG0000543"	"W0TIQ0"	"P18544"	"A3GF49"	"O74548 O94492"
"OG0000544"	"W0T7I0"	"P32353"	"A3GG29"	"O13666 O94457"
