Accession	Description	PrimaryGeneName	GeneName	mass_ratio_repl1	mass_ratio_repl2	mass_ratio_repl3
P05759	Ubiquitin-40S ribosomal protein S31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS31 PE=1 SV=3	RPS31	YLR167W	0.0010533573275509	0.00114643738018835	0.00105302847445098
P05986	cAMP-dependent protein kinase type 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPK3 PE=1 SV=2	TPK3	YKL166C	1.41001070565514e-05	1.44399936188897e-05	1.37524535690364e-05
P06100	General negative regulator of transcription subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC36 PE=1 SV=1	CDC36	YDL165W	3.10350282892731e-05	3.06187551366277e-05	2.99972079474007e-05
P06101	Hsp90 co-chaperone Cdc37 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC37 PE=1 SV=2	CDC37	YDR168W	8.92668395760105e-05	8.99026994682221e-05	8.88389040995046e-05
P06102	General negative regulator of transcription subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOT3 PE=1 SV=2	NOT3	YIL038C	3.60188911644123e-05	3.66324322832605e-05	3.65570656978457e-05
P06103	Eukaryotic translation initiation factor 3 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRT1 PE=1 SV=1	PRT1	YOR361C	0.000409718821552324	0.000417204657802023	0.000409812801987268
P06104	Ubiquitin-conjugating enzyme E2 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD6 PE=1 SV=1	RAD6	YGL058W	1.21571058598713e-05	1.2158190627126e-05	1.13936128636954e-05
P06105	Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCP160 PE=1 SV=3	SCP160	YJL080C	0.000742237158457064	0.000752184166080235	0.000731168871427754
P06106	Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET17 PE=1 SV=3	MET17	YLR303W	0.0124321435022093	0.0130235430492649	0.0130100028787539
P06168	Ketol-acid reductoisomerase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV5 PE=1 SV=1	ILV5	YLR355C	0.00430272611710261	0.00442801701234074	0.00434892998628795
P06169	Pyruvate decarboxylase isozyme 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDC1 PE=1 SV=7	PDC1	YLR044C	0.0244266350408507	0.0236257589880366	0.0241158093210512
P06174	Uroporphyrinogen-III synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEM4 PE=1 SV=2	HEM4	YOR278W	8.49524409067483e-06	8.54807953237763e-06	8.30792175033492e-06
P06182	Cytochrome c heme lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC3 PE=1 SV=1	CYC3	YAL039C	1.70745587689385e-05	1.75533563653055e-05	1.83699030871773e-05
P06197	CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIS1 PE=1 SV=1	PIS1	YPR113W	0.000107648121711536	0.000111208442193685	0.000108020949159862
P06208	2-isopropylmalate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU4 PE=1 SV=1	LEU4	YNL104C	0.000372279509308501	0.000375351905584516	0.000378075755372995
P06242	Serine/threonine-protein kinase KIN28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KIN28 PE=1 SV=1	KIN28	YDL108W	7.07094148672152e-06	7.4503551239983e-06	7.17800094750888e-06
P06243	Cell division control protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC7 PE=1 SV=2	CDC7	YDL017W	4.03486993266127e-05	4.19235571387998e-05	4.04036138447703e-05
P06244	cAMP-dependent protein kinase type 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPK1 PE=1 SV=3	TPK1	YJL164C	5.5691155171197e-06	5.62222958837854e-06	5.77081030099134e-06
P06245	cAMP-dependent protein kinase type 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPK2 PE=1 SV=2	TPK2	YPL203W	1.32362602172049e-05	1.17244448837161e-05	1.20047255015478e-05
P06633	Imidazoleglycerol-phosphate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS3 PE=1 SV=2	HIS3	YOR202W	4.58845248683985e-05	4.60706715442412e-05	4.72868750688613e-05
P06634	ATP-dependent RNA helicase DED1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DED1 PE=1 SV=2	DED1	YOR204W	0.000721370606051829	0.00074978135795963	0.000734256668552382
P06700	NAD-dependent histone deacetylase SIR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIR2 PE=1 SV=1	SIR2	YDL042C	7.5904105462704e-06	6.40593679414681e-06	7.37516519866007e-06
P06701	Regulatory protein SIR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIR3 PE=1 SV=6	SIR3	YLR442C	1.83754885689231e-05	1.35934591024967e-05	1.42356546681804e-05
P06704	Cell division control protein 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC31 PE=1 SV=2	CDC31	YOR257W	1.0607536161812e-05	1.07183426416362e-05	1.0699970077108e-05
P06738	Glycogen phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPH1 PE=1 SV=4	GPH1	YPR160W	1.00175690763683e-05	1.00183233690677e-05	1.08875965022037e-05
P06773	Deoxycytidylate deaminase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DCD1 PE=1 SV=2	DCD1	YHR144C	7.44497757364364e-06	7.47621515999471e-06	7.34101528755296e-06
P06775	Histidine permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIP1 PE=1 SV=2	HIP1	YGR191W	2.49312771935332e-05	2.4932562106033e-05	2.43811706204157e-05
P06776	3',5'-cyclic-nucleotide phosphodiesterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDE2 PE=1 SV=2	PDE2	YOR360C	1.91700021941371e-05	1.99485110704373e-05	1.96905825671388e-05
P06778	DNA repair and recombination protein RAD52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD52 PE=1 SV=2	RAD52	YML032C	1.11979462047138e-05	1.11774571024549e-05	1.0906173046927e-05
P06779	DNA repair protein RAD7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD7 PE=1 SV=3	RAD7	YJR052W	1.31455073207946e-05	1.27385989874077e-05	1.29387786415263e-05
P06780	GTP-binding protein RHO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RHO1 PE=1 SV=3	RHO1	YPR165W	0.000144293854880202	0.000147914133625969	0.00014749946083384
P06781	GTP-binding protein RHO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RHO2 PE=1 SV=2	RHO2	YNL090W	4.19561466839182e-06	4.39993840598224e-06	4.45546787229111e-06
P06782	Carbon catabolite-derepressing protein kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNF1 PE=1 SV=1	SNF1	YDR477W	4.85835426865213e-05	4.4445355061123e-05	4.62481887551083e-05
P06785	Thymidylate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC21 PE=1 SV=1	CDC21	YOR074C	1.89125517311094e-05	1.94943923350763e-05	1.90338746880188e-05
P06786	DNA topoisomerase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOP2 PE=1 SV=2	TOP2	YNL088W	7.84527136856829e-05	8.2562930117768e-05	7.91444749952727e-05
P06787	Calmodulin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMD1 PE=1 SV=1	CMD1	YBR109C	9.46064297778815e-05	9.38705127763296e-05	9.13774753097875e-05
P06838	DNA repair protein RAD10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD10 PE=1 SV=1	RAD10	YML095C	1.52272294503968e-06	1.57852536959971e-06	1.58190695368283e-06
P06839	General transcription and DNA repair factor IIH helicase subunit XPD OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD3 PE=1 SV=1	RAD3	YER171W	1.0751726133485e-05	1.06357137100222e-05	1.05625715057177e-05
P06843	Protein SPT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT2 PE=1 SV=1	SPT2	YER161C	4.15959586336147e-06	4.3327931276898e-06	4.15982495868697e-06
P06844	Protein SPT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT3 PE=1 SV=1	SPT3	YDR392W	7.14839698849484e-06	7.39012824749365e-06	7.82593560115152e-06
P07143	Cytochrome c1, heme protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYT1 PE=1 SV=1	CYT1	YOR065W	0.000117067506923669	0.000133642265191143	0.000125453280226829
P07149	Fatty acid synthase subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAS1 PE=1 SV=2	FAS1	YKL182W	0.00247124642588851	0.00249615935923475	0.00243730184313945
P07170	Adenylate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADK1 PE=1 SV=2	ADK1	YDR226W	0.000810716764133667	0.000783689180249872	0.00077911676557164
P07172	Histidinol-phosphate aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS5 PE=3 SV=2	HIS5	YIL116W	0.000258689709876941	0.000258969197665481	0.000259550084077423
P07213	Mitochondrial import receptor subunit TOM70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM70 PE=1 SV=2	TOM70	YNL121C	0.000160871361433147	0.000163690672310193	0.000156668588990043
P07236	Threonine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MST1 PE=1 SV=2	MST1	YKL194C	1.62916605760548e-05	1.58957878008366e-05	1.62861986191763e-05
P07244	Bifunctional purine biosynthetic protein ADE5,7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE5,7 PE=1 SV=1	ADE5,7	YGL234W	0.0022750722415748	0.00223175072257487	0.00226642764296808
P07245	C-1-tetrahydrofolate synthase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE3 PE=1 SV=1	ADE3	YGR204W	0.00216136136579958	0.0020552046185493	0.00207960341403689
P07246	Alcohol dehydrogenase 3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH3 PE=1 SV=2	ADH3	YMR083W	0.000768242632376848	0.00074245089478101	0.000765190946178757
P07251	ATP synthase subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP1 PE=1 SV=5	ATP1	YBL099W	0.00257668133535179	0.0025583003336781	0.00253825770177621
P07253	Cytochrome B pre-mRNA-processing protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBP6 PE=1 SV=1	CBP6	YBR120C	1.22577262013937e-05	1.27498996627206e-05	1.26754323884427e-05
P07255	Cytochrome c oxidase subunit 7A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX9 PE=1 SV=2	COX9	YDL067C	5.10289988209368e-05	5.31841974652912e-05	5.1464144572098e-05
P07256	Cytochrome b-c1 complex subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COR1 PE=1 SV=1	COR1	YBL045C	0.000403649315658393	0.000406931089437474	0.0003855973435763
P07257	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR2 PE=1 SV=1	QCR2	YPR191W	0.000501386267001914	0.000530309230664669	0.000506336910332614
P07258	Carbamoyl-phosphate synthase arginine-specific small chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPA1 PE=1 SV=1	CPA1	YOR303W	0.000251318189429572	0.000275811082933086	0.000244456187501157
P07259	Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA2 PE=1 SV=5	URA2	YJL130C	0.00402785931446421	0.0039827865593197	0.00404547493933433
P07260	Eukaryotic translation initiation factor 4E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC33 PE=1 SV=1	CDC33	YOL139C	0.00047634948715439	0.000430677789970956	0.000460901708062674
P07261	Glycolytic genes transcriptional activator GCR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCR1 PE=1 SV=2	GCR1	YPL075W	3.03235086686822e-06	3.08680723561189e-06	3.3701618855789e-06
P07262	NADP-specific glutamate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDH1 PE=1 SV=2	GDH1	YOR375C	0.0056825659159895	0.0057773144651598	0.00577297091350493
P07263	Histidine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTS1 PE=1 SV=2	HTS1	YPR033C	0.000240213117880688	0.000244142114255375	0.000243676430132303
P07264	3-isopropylmalate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEU1 PE=1 SV=3	LEU1	YGL009C	0.00107017305427895	0.0010975391571932	0.0010477667711021
P07266	Mitochondrial RNA-splicing protein MRS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRS1 PE=1 SV=2	MRS1	YIR021W	1.36551627064323e-06	1.1620423256084e-06	1.27895240253399e-06
P07267	Saccharopepsin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEP4 PE=1 SV=1	PEP4	YPL154C	0.000101831406279779	9.87298554309203e-05	0.000101757061441807
P07269	Regulatory protein PHO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO2 PE=1 SV=1	PHO2	YDL106C	1.83019630186158e-05	1.84144577570027e-05	1.84902579147192e-05
P07270	Phosphate system positive regulatory protein PHO4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO4 PE=1 SV=4	PHO4	YFR034C	1.27107971035455e-05	1.15478099781944e-05	1.15937620719718e-05
P07271	ATP-dependent DNA helicase PIF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIF1 PE=1 SV=2	PIF1	YML061C	5.47365880714174e-06	5.62256764390384e-06	5.57842465386393e-06
P07273	Transcription elongation factor S-II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DST1 PE=1 SV=4	DST1	YGL043W	6.00160877611909e-05	5.96807705857696e-05	5.71123140931028e-05
P07274	Profilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFY1 PE=1 SV=2	PFY1	YOR122C	0.000118879481062906	0.000105193488105556	0.000107179521943315
P07275	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUT2 PE=1 SV=2	PUT2	YHR037W	9.7142944375056e-05	0.000102154451251128	9.56082536235288e-05
P07276	DNA repair protein RAD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAD2 PE=1 SV=2	RAD2	YGR258C	1.06717922221471e-05	1.04756772602616e-05	1.06812873625384e-05
P07277	Mevalonate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG12 PE=1 SV=1	ERG12	YMR208W	3.42137912031058e-05	3.42169444972266e-05	3.46175506473869e-05
P07278	cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BCY1 PE=1 SV=4	BCY1	YIL033C	0.000105260938857852	0.000106972862682304	0.000105602744979374
P07280	40S ribosomal protein S19-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS19A PE=1 SV=2	RPS19A	YOL121C	0.00372238858013994	0.00377964467250942	0.0037536971388159
P07283	Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC53 PE=1 SV=1	SEC53	YFL045C	0.000507015571535897	0.000536905247551559	0.000515821924840729
P07284	Serine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SES1 PE=1 SV=2	SES1	YDR023W	0.000403660269011724	0.000406162315097418	0.000399287786075688
P07285	Anthranilate phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP4 PE=1 SV=1	TRP4	YDR354W	5.50987631782364e-05	5.18644790764331e-05	5.44623486472301e-05
P07286	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALG7 PE=3 SV=1	ALG7	YBR243C	6.26860925997343e-06	6.2628059359743e-06	6.38805701141678e-06
P07342	Acetolactate synthase catalytic subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV2 PE=1 SV=1	ILV2	YMR108W	0.00118874710316819	0.0011828118187173	0.00114609555225137
P07347	N-terminal acetyltransferase A complex catalytic subunit ARD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARD1 PE=1 SV=2	ARD1	YHR013C	3.44485753650875e-05	3.26560616785391e-05	3.27356030739742e-05
P07390	COX3 mRNA-specific translational activator PET494 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET494 PE=1 SV=2	PET494	YNR045W	8.80485305552001e-07	8.63990615569549e-07	8.53042646077143e-07
P07560	Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC4 PE=1 SV=1	SEC4	YFL005W	0.000160680457902333	0.000160520334603152	0.000157940554285167
P07702	L-2-aminoadipate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS2 PE=1 SV=2	LYS2	YBR115C	0.000863324441894064	0.000855500770683097	0.000851393148080069
P07703	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC40 PE=1 SV=1	RPC40	YPR110C	0.000108838298129915	0.00010828123733193	0.000104647249224402
P07806	Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAS1 PE=1 SV=2	VAS1	YGR094W	0.00119573848625423	0.00119460230599407	0.00120206801224891
P07807	Dihydrofolate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DFR1 PE=1 SV=2	DFR1	YOR236W	8.61477923454636e-06	8.5976593911807e-06	1.03724693649482e-05
P07834	Cell division control protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC4 PE=1 SV=2	CDC4	YFL009W	5.34471405544668e-06	5.00886970908386e-06	5.08803495109731e-06
P07866	Guanine nucleotide exchange factor LTE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LTE1 PE=1 SV=2	LTE1	YAL024C	1.01757605759464e-05	1.04808050888694e-05	1.02110032052648e-05
P07884	tRNA dimethylallyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOD5 PE=1 SV=2	MOD5	YOR274W	6.83918390138971e-05	7.20057616184724e-05	6.83817375256049e-05
P07991	Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAR2 PE=1 SV=2	CAR2	YLR438W	3.28011237218058e-05	3.52575338426968e-05	3.16669535843377e-05
P08004	Chitin synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHS1 PE=1 SV=2	CHS1	YNL192W	4.15432758133421e-05	4.05870399009913e-05	4.06409038396234e-05
P08018	MAP kinase kinase PBS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBS2 PE=1 SV=4	PBS2	YJL128C	1.36344100841216e-05	1.36769960596464e-05	1.34591970548466e-05
P08067	Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIP1 PE=1 SV=1	RIP1	YEL024W	4.83909478333167e-05	5.25736520152271e-05	4.98840763808672e-05
P08417	Fumarate hydratase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUM1 PE=1 SV=2	FUM1	YPL262W	0.000197075868304719	0.000203228666142847	0.000194279389827433
P08425	Phenylalanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSF1 PE=1 SV=3	MSF1	YPR047W	1.38725886490839e-05	1.37363257292229e-05	1.42960442114585e-05
P08432	Ornithine decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPE1 PE=1 SV=1	SPE1	YKL184W	1.88757026335727e-05	1.92676483483023e-05	1.85708633240166e-05
P08456	CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHO1 PE=1 SV=3	CHO1	YER026C	8.52621251491974e-05	8.28026688649751e-05	8.65559724759402e-05
P08465	Homoserine O-acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET2 PE=1 SV=2	MET2	YNL277W	6.6085584588163e-05	6.43689567312457e-05	6.28209338792055e-05
P08466	Mitochondrial nuclease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUC1 PE=1 SV=1	NUC1	YJL208C	2.22006385843697e-05	2.26299363987437e-05	2.26749470454268e-05
P08518	DNA-directed RNA polymerase II subunit RPB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPB2 PE=1 SV=2	RPB2	YOR151C	0.000213520267437542	0.000213138487343046	0.000209024408924271
P08524	Farnesyl pyrophosphate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG20 PE=1 SV=2	ERG20	YJL167W	0.000890478823032128	0.000916591264437416	0.000898315219445291
P08525	Cytochrome b-c1 complex subunit 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR8 PE=1 SV=2	QCR8	YJL166W	8.32091563193456e-06	8.16200149986551e-06	7.99723810457055e-06
P08536	Sulfate adenylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET3 PE=1 SV=2	MET3	YJR010W	0.000978154968894969	0.0010101868313998	0.000986382111649818
P08539	Guanine nucleotide-binding protein alpha-1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPA1 PE=1 SV=3	GPA1	YHR005C	2.73824364718594e-05	2.74682501808908e-05	2.78936797218602e-05
